order_id,product_id,product_name,order_hour_of_day
8331,26604,Organic Blackberries,9
8336,45,Organic Whole String Cheese,22
8368,32877,Organic Yellow Onion,12
8438,28439,Strawberries,12
8508,9076,Organic Baby Arugula,16
8535,15404,Organic Baby Carrots,10
8539,49481,Organic Tomato Cluster,12
8613,29193,Sparkling Water Grapefruit,10
8621,14925,Asparagus,10
8678,21077,Organic Half & Half,18
8714,45007,Organic Zucchini,15
8770,27344,Organic Cilantro,8
8813,49235,Organic Half & Half,11
8831,44245,Organic Raspberries,9
8859,30675,Banana,8
8898,36695,Strawberries,21
8900,20561,Organic Yellow Onion,13
8911,48939,Seedless Red Grapes,12
8927,6336,Honeycrisp Apple,15
8997,5917,Organic Half & Half,5
9029,13640,Organic Red Onion,17
9040,20909,Banana,20
9091,21295,Organic Lemon,10
9100,22210,Organic Gala Apples,9
9107,17795,Organic Baby Carrots,17
9110,30639,Spring Water,9
9211,47144,Cucumber Kirby,20
9232,14788,100% Whole Wheat Bread,15
9245,44359,Organic Small Bunch Celery,21
9267,47209,Organic Hass Avocado,11
9311,25146,Strawberries,15
9312,20039,Organic Whole Milk,17
9344,39275,Organic Blueberries,18
9385,35628,Michigan Organic Kale,21
9386,29987,Organic Baby Spinach,15
9412,8859,Organic Blueberries,21
9458,17600,Organic Red Onion,9
9459,47626,Large Lemon,17
9468,44683,Organic Large Extra Fancy Fuji Apple,20
9470,35628,Half & Half,15
9527,21653,Red Vine Tomato,14
9535,6576,Raspberries,17
9573,34270,Organic Whole String Cheese,6
9592,24527,Organic Half & Half,17
9595,25029,Red Vine Tomato,18
9609,46654,Organic Gala Apples,13
9613,27845,Organic Whole Milk,10
9614,24186,Organic Strawberries,10
9634,40826,Carrots,12
9751,19436,Half & Half,12
9763,4778,Strawberries,13
9771,34126,Organic Italian Parsley Bunch,13
9789,15694,Carrots,13
9829,44517,Original Hummus,16
9896,44987,Organic Tomato Cluster,14
9898,17224,Carrots,18
9911,10814,Large Lemon,14
9915,21195,Organic Large Extra Fancy Fuji Apple,13
9942,22227,Organic Cucumber,18
10003,23736,Organic Italian Parsley Bunch,12
10013,27690,Organic Yellow Onion,10
10066,29366,Half & Half,13
10074,2596,Organic Tomato Cluster,16
10147,3298,Large Lemon,10
10213,13147,Organic Avocado,15
10226,24852,Banana,15
10228,32689,Organic Blackberries,10
10247,46281,Sparkling Water Grapefruit,17
10277,38510,Organic Strawberries,10
10344,27275,Limes,16
10345,196,Original Hummus,20
10358,37646,Organic Gala Apples,21
10424,25861,Organic Yellow Onion,14
10477,5976,100% Whole Wheat Bread,14
10477,3992,Organic Unsweetened Almond Milk,14
10495,44632,Sparkling Water Grapefruit,10
10531,13851,Organic Red Bell Pepper,12
10546,1463,Organic Baby Arugula,15
10585,24852,Banana,15
10597,5212,Strawberries,10
10611,43295,Seedless Red Grapes,9
10611,26751,Carrots,9
10632,38419,Organic Garlic,20
10659,21137,Organic Strawberries,9
10669,45007,Organic Zucchini,6
10695,40621,Organic Raspberries,12
10775,22935,Organic Yellow Onion,13
10785,20410,Large Lemon,12
10846,9934,Organic Whole String Cheese,18
10891,13249,Sparkling Water Grapefruit,18
10943,43693,Red Vine Tomato,20
11010,8277,Apple Honeycrisp Organic,22
11010,39005,Organic Blueberries,22
11018,24120,Bag of Organic Bananas,11
11029,1025,Banana,18
11105,22395,Organic Hass Avocado,15
11137,8685,Red Vine Tomato,17
11155,45007,Organic Zucchini,13
11166,16826,Organic Zucchini,12
11241,17948,Organic Baby Carrots,16
11400,3873,Strawberries,14
11403,22128,Raspberries,16
11454,24852,Banana,17
11462,37158,Organic Zucchini,12
11515,18418,Michigan Organic Kale,12
11559,1313,Organic Unsweetened Almond Milk,13
11589,47209,Organic Hass Avocado,9
11678,49683,Cucumber Kirby,16
11684,8193,Organic Fuji Apple,7
11720,17530,Organic Cilantro,10
11769,20995,Spring Water,21
11972,47144,Asparagus,11
11993,47042,Organic Red Bell Pepper,11
12002,16797,Strawberries,16
12024,23029,Organic Hass Avocado,7
12045,26940,Organic Red Bell Pepper,15
12046,27966,Organic Raspberries,15
12048,23909,Organic Unsweetened Almond Milk,17
12067,48775,Organic Red Onion,13
12138,14781,Michigan Organic Kale,9
12138,31015,Organic Garlic,9
12229,28985,Michigan Organic Kale,18
12297,41220,Organic Small Bunch Celery,9
12372,27323,Organic Avocado,18
12390,2535,Organic Italian Parsley Bunch,11
12415,12888,Yellow Onions,9
12416,37029,Half & Half,22
12431,37646,Organic Gala Apples,10
12503,11759,Organic Raspberries,9
12559,23233,Organic Hass Avocado,14
12583,21903,Organic Baby Spinach,19
12613,10191,Organic Unsweetened Almond Milk,10
12619,13563,Organic Half & Half,12
12646,26209,Limes,12
12660,26172,Organic Blackberries,17
12681,36618,Organic Red Bell Pepper,23
12756,7503,Organic Gala Apples,9
12865,26898,Spring Water,12
12865,27423,100% Whole Wheat Bread,12
12970,26373,Organic Zucchini,10
13141,17872,Sparkling Water Grapefruit,19
13151,1117,Organic Grape Tomatoes,9
13208,13740,Organic Baby Spinach,17
13251,19660,Spring Water,22
13277,4656,Organic Hass Avocado,21
13393,27086,Half & Half,16
13393,2780,Original Hummus,16
13437,48679,Organic Unsweetened Almond Milk,17
13439,31404,Michigan Organic Kale,11
13442,18413,Organic Garlic,10
13498,12232,Organic Gala Apples,12
13499,18471,Organic Baby Carrots,17
13531,11526,Organic Zucchini,21
13546,2120,Carrots,13
13611,18918,Half & Half,0
13644,29926,Organic Blueberries,22
13719,44142,Organic Yellow Onion,16
13778,40706,Organic Grape Tomatoes,9
13796,27086,Half & Half,12
13797,42887,Strawberries,12
13799,37646,Organic Gala Apples,18
13848,27845,Organic Whole Milk,13
13864,25861,Organic Large Extra Fancy Fuji Apple,12
13882,47966,Carrots,17
13884,4461,Raspberries,9
13904,30776,Organic Lemon,12
13904,25659,Organic Grape Tomatoes,12
13940,4756,Organic Grape Tomatoes,15
13954,39812,Organic Baby Arugula,18
13973,32086,Organic Strawberries,17
13986,35887,Organic Lemon,17
13987,2082,Yellow Onions,11
14031,20588,Organic Red Onion,16
14036,31847,Red Vine Tomato,9
14145,37385,Organic Lemon,18
14162,26604,Organic Blackberries,8
14173,10246,Organic Unsweetened Almond Milk,8
14186,12212,Organic Large Extra Fancy Fuji Apple,20
14224,32467,Organic Large Extra Fancy Fuji Apple,14
14266,34243,Carrots,17
14275,17027,100% Whole Wheat Bread,17
14290,5025,Spring Water,0
14295,44359,Organic Small Bunch Celery,0
14310,21174,Limes,7
14321,11182,Honeycrisp Apple,8
14333,21903,Organic Baby Spinach,17
14342,38890,Michigan Organic Kale,8
14378,25138,Organic Zucchini,10
14404,23909,Organic Raspberries,19
14410,28745,Organic Whole Milk,20
14426,39275,Organic Blueberries,11
14502,36606,Large Lemon,17
14518,24838,Organic Baby Arugula,13
14532,13176,Bag of Organic Bananas,12
14592,4731,Limes,11
14601,7936,Michigan Organic Kale,22
14714,6999,Limes,17
14715,32642,Carrots,19
14735,41437,Organic Avocado,9
14879,28199,Organic Grape Tomatoes,11
14879,35921,Raspberries,11
14884,10957,Organic Lemon,9
14961,24838,Organic Baby Carrots,8
14989,45646,Organic Gala Apples,10
15133,42507,Original Hummus,15
15139,13176,Bag of Organic Bananas,11
15184,13176,Bag of Organic Bananas,18
15206,27142,Organic Unsweetened Almond Milk,13
15222,47168,Organic Baby Arugula,18
15260,13176,Bag of Organic Bananas,8
15436,10409,Strawberries,14
15436,14999,Organic Grape Tomatoes,14
15443,18232,100% Whole Wheat Bread,14
15538,43352,Raspberries,9
15604,18594,Organic Lemon,16
15635,3265,Organic Small Bunch Celery,17
15638,27966,Organic Raspberries,15
15642,15937,Organic Avocado,21
15751,27939,Cucumber Kirby,13
15796,35221,Organic Gala Apples,13
15801,31231,Organic Red Bell Pepper,14
15829,28985,Michigan Organic Kale,12
15841,8943,Yellow Onions,11
15892,15923,Organic Blueberries,9
15949,8193,Organic Avocado,16
15959,28745,Bag of Organic Bananas,15
15969,5212,Red Vine Tomato,21
15997,14005,Yellow Onions,10
16018,31288,Organic Gala Apples,13
16040,25138,Organic Red Onion,13
16087,31343,Organic Red Onion,23
16092,16185,100% Whole Wheat Bread,9
16133,5450,Half & Half,20
16188,21405,Organic Tomato Cluster,10
16227,41290,Half & Half,16
16260,15872,Organic Red Bell Pepper,13
16277,30406,Cucumber Kirby,17
16286,8277,Apple Honeycrisp Organic,21
16355,29311,Organic Half & Half,14
16404,21603,Banana,7
16434,890,Organic Avocado,17
16449,40897,Red Vine Tomato,9
16450,34969,Red Vine Tomato,13
16502,32642,Organic Red Bell Pepper,15
16551,47209,Organic Hass Avocado,15
16556,17284,Organic Baby Arugula,8
16579,21137,Organic Strawberries,12
16585,47209,Organic Hass Avocado,21
16589,40997,Organic Small Bunch Celery,13
16594,9387,Organic Lemon,9
16607,44616,Half & Half,19
16620,26242,Organic Blackberries,19
16681,6016,Half & Half,17
16706,38383,Large Lemon,18
16831,27086,Half & Half,9
16842,49072,Carrots,13
16843,4920,Seedless Red Grapes,16
16869,27277,Half & Half,16
16878,32141,Asparagus,12
16887,24810,Large Lemon,11
16902,49111,Half & Half,9
16927,21137,Organic Strawberries,18
16980,44632,Sparkling Water Grapefruit,18
16987,837,Organic Tomato Cluster,16
17015,17794,Carrots,15
17078,49683,Cucumber Kirby,12
17086,47626,Large Lemon,23
17147,13176,Bag of Organic Bananas,12
17163,4472,Organic Avocado,16
17164,19446,Organic Italian Parsley Bunch,17
17211,42265,Organic Baby Carrots,11
17256,23622,Limes,15
17351,29447,Limes,20
17395,37188,Strawberries,13
17466,13176,Bag of Organic Bananas,9
17512,33109,Organic Grape Tomatoes,16
17537,33026,Organic Yellow Onion,11
17558,7963,Organic Lemon,8
17614,10673,Limes,8
17617,28476,Seedless Red Grapes,7
17655,42244,Sparkling Water Grapefruit,12
17739,26405,Organic Raspberries,13
17743,25762,Organic Strawberries,13
17756,22935,Organic Yellow Onion,8
17765,34635,Organic Fuji Apple,8
17856,20166,Organic Avocado,15
17930,44683,Organic Large Extra Fancy Fuji Apple,12
17960,41950,Organic Tomato Cluster,21
18007,47209,Organic Hass Avocado,9
18028,6740,Bag of Organic Bananas,13
18118,35171,Apple Honeycrisp Organic,15
18125,33090,Organic Garlic,15
18254,35921,Organic Strawberries,15
18287,35939,Bag of Organic Bananas,11
18290,44632,Sparkling Water Grapefruit,8
18365,47209,Organic Hass Avocado,13
18398,30391,Organic Cucumber,10
18399,46820,100% Whole Wheat Bread,15
18402,41588,Organic Tomato Cluster,9
18460,6177,Organic Small Bunch Celery,13
18530,2164,Organic Baby Carrots,18
18576,38003,Raspberries,17
18585,31506,Yellow Onions,8
18586,43568,Seedless Red Grapes,14
18607,42244,Sparkling Water Grapefruit,10
18622,39653,Organic Baby Arugula,9
18636,5825,Half & Half,9
18659,27156,Seedless Red Grapes,1
18706,30489,Original Hummus,17
18718,28874,Asparagus,11
18759,25205,Fresh Cauliflower,13
18784,47626,Large Lemon,12
18814,18402,Strawberries,17
18825,21903,Organic Baby Spinach,18
18850,40174,Organic Avocado,12
18980,48679,Cucumber Kirby,10
18999,21616,Organic Baby Arugula,8
19055,8424,Organic Half & Half,13
19116,13517,Organic Raspberries,12
19217,13176,Bag of Organic Bananas,14
19234,24852,Banana,14
19318,32579,Fresh Cauliflower,9
19355,41561,Seedless Red Grapes,10
19357,11520,Cucumber Kirby,19
19374,23375,Organic Garlic,21
19374,5393,Strawberries,21
19383,21019,Organic Red Onion,21
19422,39928,Half & Half,17
19446,5912,Raspberries,12
19451,13249,Organic Whole String Cheese,14
19477,20869,Organic Baby Spinach,19
19477,17794,Carrots,19
19516,38108,Raspberries,15
19518,42500,Organic Tomato Cluster,9
19521,43295,Asparagus,10
19566,35939,Organic Whole Milk,11
19607,9068,Banana,9
19637,48135,Original Hummus,9
19649,38159,Strawberries,13
19674,35640,Organic Raspberries,11
19696,28289,Organic Baby Carrots,7
19710,35855,Strawberries,7
19751,41385,Michigan Organic Kale,16
19761,28199,Limes,14
19770,13176,Bag of Organic Bananas,12
19778,39649,Organic Blackberries,10
19785,4367,Organic Gala Apples,17
19824,5450,Organic Cilantro,15
19856,48440,Organic Avocado,7
19857,27966,Organic Raspberries,18
19875,29487,Apple Honeycrisp Organic,10
19918,9366,Organic Tomato Cluster,21
19942,27038,Bag of Organic Bananas,9
19965,38473,Original Hummus,19
20015,18232,Half & Half,19
20065,19055,Organic Unsweetened Almond Milk,14
20072,47866,Asparagus,12
20082,41653,Red Vine Tomato,20
20106,4210,Raspberries,15
20116,13176,Bag of Organic Bananas,13
20155,40199,Organic Avocado,15
20207,39041,Michigan Organic Kale,15
20209,23734,Organic Yellow Onion,11
20268,32622,Organic Baby Carrots,11
20268,23602,Half & Half,11
20360,46817,Organic Red Bell Pepper,18
20390,2996,Organic Red Bell Pepper,11
20501,17949,Spring Water,16
20505,28204,Organic Fuji Apple,17
20527,39149,Organic Blueberries,9
20618,21405,Organic Raspberries,16
20681,10006,Raspberries,15
20697,42736,Spring Water,4
20758,5025,Organic Large Extra Fancy Fuji Apple,15
20843,11974,Organic Red Bell Pepper,15
20866,45815,Yellow Onions,20
20964,11006,Organic Raspberries,16
20997,17794,Carrots,12
21000,18352,Spring Water,10
21006,43772,Organic Yellow Onion,10
21016,48210,Organic Cilantro,20
21108,18594,Organic Gala Apples,13
21215,43951,Organic Baby Arugula,15
21264,39854,Red Vine Tomato,14
21284,39990,Organic Baby Carrots,11
21299,37418,Organic Garlic,10
21302,13176,Bag of Organic Bananas,15
21302,13147,Organic Baby Spinach,15
21302,39877,Banana,15
21368,38689,100% Whole Wheat Bread,10
21394,37646,Organic Gala Apples,18
21407,37524,Red Vine Tomato,14
21452,24852,Banana,9
21456,24838,Red Vine Tomato,17
21522,44560,Raspberries,14
21523,12900,Spring Water,0
21703,29184,Organic Blackberries,8
21710,12341,Red Vine Tomato,14
21727,28503,Organic Whole String Cheese,18
21735,47766,Organic Avocado,10
21767,33120,Organic Fuji Apple,10
21849,7728,Organic Small Bunch Celery,17
21869,15424,Organic Unsweetened Almond Milk,11
21917,38456,Organic Strawberries,9
21975,890,Organic Italian Parsley Bunch,14
22046,46279,Organic Raspberries,11
22053,16083,Organic Baby Spinach,8
22077,2535,Organic Grape Tomatoes,15
22116,8518,Organic Red Onion,7
22276,21903,Organic Baby Spinach,17
22286,44085,Limes,12
22357,47156,Half & Half,9
22367,21616,Organic Baby Arugula,7
22393,5652,Organic Baby Spinach,11
22434,9092,Large Lemon,10
22436,14711,Organic Garlic,9
22582,3298,Organic Cucumber,8
22593,21349,Organic Lemon,11
22595,33015,Large Lemon,14
22619,44142,Organic Unsweetened Almond Milk,11
22667,24221,Yellow Onions,8
22671,30480,Organic Blackberries,17
22698,13431,Organic Hass Avocado,8
22784,32828,Organic Strawberries,10
22801,24852,Banana,9
22814,27845,Organic Whole Milk,19
22848,24964,Organic Garlic,13
22870,33716,Michigan Organic Kale,9
22877,29180,Organic Hass Avocado,20
22882,38273,Organic Hass Avocado,10
22927,42450,100% Whole Wheat Bread,20
22947,4920,Seedless Red Grapes,14
23008,20114,Half & Half,19
23010,27278,Banana,17
23057,3397,Sparkling Water Grapefruit,12
23078,33081,Carrots,6
23112,38120,Organic Tomato Cluster,12
23148,32331,Organic Cucumber,11
23149,13176,Bag of Organic Bananas,14
23199,41844,Michigan Organic Kale,18
23261,38159,Michigan Organic Kale,8
23280,10193,Honeycrisp Apple,9
23285,17426,Original Hummus,10
23288,39558,Large Lemon,20
23303,44518,Organic Italian Parsley Bunch,12
23319,20940,100% Whole Wheat Bread,13
23377,3952,Organic Avocado,15
23389,16560,Yellow Onions,12
23428,9431,Large Lemon,12
23434,31343,Organic Garlic,10
23470,9076,Organic Garlic,11
23485,18027,Organic Baby Spinach,18
23530,25013,Organic Yellow Onion,16
23536,46486,Organic Yellow Onion,19
23590,31271,Yellow Onions,14
23590,43961,Organic Strawberries,14
23729,10333,Organic Cucumber,17
23737,1700,Organic Blackberries,18
23742,5262,Michigan Organic Kale,11
23781,46676,Strawberries,18
23858,45633,Organic Strawberries,9
23902,4893,Organic Italian Parsley Bunch,7
23937,21903,Organic Baby Spinach,14
23941,13733,Seedless Red Grapes,9
24011,21903,Organic Baby Spinach,12
24014,27966,Organic Raspberries,11
24018,13052,Organic Whole Milk,14
24037,46979,Asparagus,16
24114,8460,Cucumber Kirby,15
24118,46779,Apple Honeycrisp Organic,13
24191,43961,Cucumber Kirby,15
24217,5876,Organic Lemon,9
24241,27966,Organic Raspberries,9
24304,47029,Organic Zucchini,21
24305,8087,Organic Baby Spinach,18
24312,38643,Red Vine Tomato,19
24364,38770,Fresh Cauliflower,22
24379,17461,Organic Garlic,14
24453,23763,Fresh Cauliflower,15
24518,9644,Organic Red Onion,16
24526,24184,Limes,17
24538,13263,Large Lemon,12
24538,26131,Organic Baby Carrots,12
24555,42265,Organic Baby Carrots,19
24623,27985,Organic Baby Arugula,15
24638,46984,Yellow Onions,18
24649,45007,Organic Zucchini,10
24673,25670,Organic Red Bell Pepper,7
24691,42403,Organic Blackberries,22
24706,39678,Spring Water,11
24741,10235,Organic Lemon,8
24741,36287,Organic Half & Half,8
24811,45633,Michigan Organic Kale,14
24887,28052,Apple Honeycrisp Organic,16
24927,5194,100% Whole Wheat Bread,12
24937,13872,Organic Red Bell Pepper,13
24957,31019,Organic Strawberries,15
25021,24184,Raspberries,16
25044,4461,Organic Avocado,15
25076,32655,Organic Large Extra Fancy Fuji Apple,10
25156,3599,Organic Raspberries,19
25178,16759,Organic Gala Apples,13
25190,25931,Organic Avocado,16
25233,44632,Sparkling Water Grapefruit,12
25265,34127,Honeycrisp Apple,15
25279,30391,Organic Cucumber,11
25283,24184,Organic Yellow Onion,13
25318,5334,Cucumber Kirby,10
25332,32864,Organic Gala Apples,18
25389,43967,Organic Red Onion,11
25432,11286,Spring Water,14
25439,14867,Raspberries,15
25482,38531,Honeycrisp Apple,10
25513,2099,Apple Honeycrisp Organic,9
25544,3619,Organic Baby Arugula,12
25556,22935,Organic Yellow Onion,12
25583,32211,Red Vine Tomato,20
25647,28985,Michigan Organic Kale,14
25652,10840,Red Vine Tomato,11
25660,6740,Bag of Organic Bananas,20
25767,20842,Sparkling Water Grapefruit,14
25907,41376,Organic Baby Spinach,12
25907,21137,Organic Strawberries,12
25944,14536,Michigan Organic Kale,19
25974,43961,Organic Blackberries,22
26107,33290,Strawberries,9
26108,12450,Organic Avocado,19
26192,20119,Organic Baby Spinach,11
26309,3957,Organic Large Extra Fancy Fuji Apple,20
26313,34675,Organic Gala Apples,23
26324,35445,Honeycrisp Apple,12
26386,42768,Honeycrisp Apple,14
26389,24852,Banana,16
26438,26002,Cucumber Kirby,7
26456,34969,Red Vine Tomato,19
26460,37366,Organic Tomato Cluster,15
26514,35749,Organic Tomato Cluster,13
26529,1725,Fresh Cauliflower,14
26537,43352,Raspberries,0
26608,15902,Spring Water,20
26619,28204,Organic Fuji Apple,14
26629,10749,Organic Red Bell Pepper,16
26740,48182,Asparagus,17
26758,13249,Organic Baby Arugula,9
26832,8707,Organic Large Extra Fancy Fuji Apple,11
26872,39993,Raspberries,17
26977,20842,Organic Grape Tomatoes,7
27019,5750,Strawberries,11
27043,17974,Organic Red Bell Pepper,11
27051,6887,Limes,13
27136,15999,Michigan Organic Kale,11
27195,26856,Organic Baby Spinach,16
27196,12674,Organic Cilantro,10
27199,1460,Apple Honeycrisp Organic,14
27235,11182,Organic Tomato Cluster,13
27262,29691,Organic Raspberries,16
27315,35370,Organic Blackberries,12
27336,13176,Bag of Organic Bananas,23
27382,581,Organic Garlic,15
27383,39619,Organic Hass Avocado,22
27395,36333,Organic Tomato Cluster,14
27403,9840,Organic Red Onion,17
27482,2425,Organic Yellow Onion,11
27524,32201,Organic Whole String Cheese,11
27625,42518,Organic Red Onion,15
